name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX
Georges St-Pierre,1991.87,11/4/2017 2:38,1991.87,1484.15,28
Daniel Cormier,1957.22,11/3/2018 0:00,1957.22,1515.48,24
Jon Jones,1919.88,7/29/2017 2:52,1926.56,1438.1,24
Gegard Mousasi,1880.79,9/29/2018 0:00,1880.79,1326.82,54
Tyron Woodley,1878.25,9/8/2018 0:00,1878.25,1426.07,25
Khabib Nurmagomedov,1876.73,10/6/2018 0:00,1876.73,1255.7,27
Max Holloway,1867.3,12/2/2017 3:07,1867.3,1397.38,23
Tony Ferguson,1866.02,10/6/2018 0:00,1866.02,1316.4,30
Ryan Bader,1857.61,10/12/2018 0:00,1857.61,1400.03,34
Dustin Poirier,1820.2,7/28/2018 3:07,1820.2,1387.4,31
Robert Whittaker,1815.06,6/9/2018 3:07,1815.06,1335.26,26
TJ Dillashaw,1787.87,8/4/2018 2:52,1787.87,1400.01,22
Stipe Miocic,1785.03,7/7/2018 2:38,1824.79,1368.48,26
Anthony Johnson,1780.77,4/8/2017 3:07,1830.95,1457.54,28
Patricio Freire,1777.91,7/14/2018 1:26,1786.46,1360.43,31
Demetrious Johnson,1772.15,8/4/2018 2:38,1855.68,1317.62,33
Jon Fitch,1765.88,5/12/2018 4:19,1765.88,1348.96,42
Kyoji Horiguchi,1765.81,7/28/2018 1:55,1765.81,1313.54,27
Jose Aldo,1762.24,7/28/2018 2:52,1845.42,1377.07,31
Conor McGregor,1760.46,10/6/2018 0:00,1807.18,1327.59,26
Robbie Lawler,1758.65,12/16/2017 2:38,1825.85,1407.35,43
Douglas Lima,1751.64,9/29/2018 0:00,1763.58,1292.27,38
Eddie Alvarez,1749.48,7/28/2018 3:07,1832.13,1413.31,36
Kelvin Gastelum,1748.24,5/12/2018 2:52,1748.24,1414.58,23
Frankie Edgar,1746.04,4/21/2018 2:24,1777.13,1463.96,30
Marlon Moraes,1741.12,6/1/2018 2:52,1741.12,1291.37,27
Phil Davis,1736.9,5/25/2018 2:24,1736.9,1438.47,25
Kamaru Usman,1734.06,5/19/2018 3:07,1734.06,1334.03,16
Bibiano Fernandes,1728.18,3/24/2018 2:38,1728.18,1334.1,25
Raphael Assuncao,1726.43,7/7/2018 1:12,1726.43,1293.59,33
Fedor Emelianenko,1718.93,10/13/2018 0:00,1888.31,1352.19,46
Kevin Lee,1717.03,4/21/2018 2:38,1717.03,1374.51,21
Justin Gaethje,1716.12,8/25/2018 0:00,1767.33,1286.57,28
Cain Velasquez,1713.04,7/9/2016 1:55,1723.63,1466.06,16
Colby Covington,1712.58,6/9/2018 2:52,1712.58,1266.47,16
Dominick Cruz,1710.03,12/30/2016 2:09,1788.09,1292.19,24
Luke Rockhold,1710.01,2/10/2018 2:52,1775.6,1449.7,20
Brian Ortega,1709.71,3/3/2018 2:38,1709.71,1292.62,15
Michael Bisping,1703.76,11/25/2017 2:52,1803.52,1373.78,41
Rory MacDonald,1700.67,9/29/2018 0:00,1735.85,1415.63,25
Jimmie Rivera,1700.42,9/8/2018 0:00,1710.79,1258.93,27
Neil Magny,1698.31,5/27/2018 2:24,1714.79,1363.39,31
Yoel Romero,1698.03,6/9/2018 3:07,1744.6,1476.97,16
Rustam Khabilov,1694.51,9/15/2018 0:00,1694.51,1261.91,26
Santiago Ponzinibbio,1693.56,12/16/2017 2:09,1693.56,1185.63,32
John Lineker,1690.6,5/12/2018 2:24,1691.25,1218.39,39
Michel Prazeres,1687.7,5/19/2018 1:40,1687.7,1214.64,27
Shinya Aoki,1685.94,10/6/2018 0:00,1774.39,1359.29,52
Anderson Silva,1682.95,2/11/2017 2:09,1918.86,1384.32,43
Ramazan Emeev,1682.84,9/15/2018 0:00,1682.84,1263.73,21
Alexander Volkanovski,1682.79,7/14/2018 1:26,1682.79,1246.69,19
Derrick Lewis,1680.39,11/3/2018 0:00,1700.85,1307.45,29
Alexander Gustafsson,1679.2,5/28/2017 2:52,1679.2,1375.64,22
Pat Curran,1678.62,10/6/2017 2:09,1682.15,1339.5,31
Daniel Weichel,1676.49,7/14/2018 1:26,1726.21,1196.21,52
Nick Diaz,1672.28,1/31/2015 2:38,1738.99,1345.71,37
Rashid Magomedov,1671.06,10/12/2018 2:45,1671.06,1264.31,25
Anthony Smith,1667.88,10/27/2018 0:00,1667.88,1235.23,44
Chad Mendes,1667.71,7/14/2018 2:09,1715.39,1437.1,22
Darren Till,1665.1,9/8/2018 0:00,1694.16,1192.07,22
Fabricio Werdum,1663.1,3/17/2018 2:24,1776.35,1434.13,32
Leon Edwards,1662.05,6/23/2018 3:07,1662.05,1263.98,22
Emmanuel Sanchez,1660.42,4/28/2018 3:07,1660.42,1309.06,20
Leonardo Santos,1658.69,10/8/2016 0:14,1658.69,1249.98,23
Al Iaquinta,1657.41,4/7/2018 2:09,1693.29,1300.7,25
Henry Cejudo,1657.25,8/4/2018 2:38,1657.25,1353.37,15
Andrey Koreshkov,1656.06,9/29/2018 0:00,1714.73,1310.52,24
Alexander Volkov,1654.44,10/6/2018 0:00,1715.04,1245.91,37
Alex Oliveira,1653.78,9/22/2018 0:00,1656.24,1279.53,27
Benson Henderson,1650.33,10/13/2018 0:00,1807.96,1429.54,35
TJ Grant,1646.75,5/25/2013 2:09,1646.75,1266.66,26
Chris Weidman,1646.62,11/3/2018 0:00,1805.85,1529.36,18
David Branch,1645.97,11/3/2018 0:00,1757.25,1377.82,27
Darren Elkins,1642.43,7/14/2018 1:26,1704.17,1306.8,31
Mairbek Taisumov,1642.23,9/15/2018 0:00,1642.23,1210.35,32
Francisco Trinaldo,1641.15,9/22/2018 0:00,1684.95,1352.88,30
Demian Maia,1640.66,5/19/2018 3:07,1823.03,1483.46,34
Aljamain Sterling,1639.95,9/8/2018 0:00,1639.95,1312.76,22
Stephen Thompson,1639.61,5/27/2018 2:38,1698.65,1402.22,18
Israel Adesanya,1638.26,11/3/2018 0:00,1638.26,1243.12,16
Patricky Freire,1638.25,9/21/2018 0:00,1638.25,1342.87,28
Joseph Benavidez,1636.22,6/9/2018 0:43,1714.53,1335.77,30
Thiago Santos,1635.98,9/22/2018 0:00,1635.98,1293.71,29
Cheick Kongo,1634.75,10/13/2018 0:00,1634.75,1280.3,41
Lyoto Machida,1631.87,5/12/2018 2:09,1721.44,1462.7,32
Donald Cerrone,1630.77,6/23/2018 3:07,1860.98,1430.41,45
Sergei Kharitonov,1630.47,10/12/2018 0:00,1630.47,1278.57,35
Islam Makhachev,1627.48,7/28/2018 1:40,1627.48,1245.75,17
Edson Barboza,1626.26,4/21/2018 2:38,1724.89,1431.67,25
Josh Barnett,1624.11,9/3/2016 2:38,1694.83,1344.59,43
Anatoly Tokov,1623.24,10/13/2018 0:00,1623.24,1168.74,30
Anthony Pettis,1622.98,10/6/2018 0:00,1739.57,1407.22,29
Will Brooks,1622.39,10/12/2018 0:45,1742.56,1361.27,25
Nate Diaz,1621.49,8/20/2016 2:52,1666.78,1405.91,33
James Vick,1620.91,8/25/2018 0:00,1671.88,1353.49,19
Dong Hyun Kim,1620.35,6/17/2017 2:24,1698.07,1310.29,29
Elizeu Zaleski dos Santos,1618.25,9/22/2018 0:00,1618.25,1225.94,25
Charles Oliveira,1613.87,9/22/2018 0:00,1621.51,1351.19,34
AJ McKee,1611.91,9/21/2018 0:00,1611.91,1165.57,20
Sergio Moraes,1604.37,9/22/2018 0:00,1604.37,1300.78,20
Chael Sonnen,1603.45,10/13/2018 0:00,1711.44,1386.42,47
Jorge Masvidal,1600.97,11/4/2017 1:55,1687.5,1382.94,45
Daniel Straus,1600.89,10/6/2017 2:24,1718.26,1309.68,35
Darrion Caldwell,1599.89,8/17/2018 0:00,1599.89,1292.63,14
Amanda Nunes,1598.1,5/12/2018 3:07,1598.1,1235.45,20
Forrest Griffin,1594.61,7/7/2012 2:24,1623.32,1278.87,34
Elias Theodorou,1593.65,5/27/2018 0:14,1593.65,1302.42,19
Vitor Belfort,1591.92,5/12/2018 2:09,1724.2,1399.39,41
Dan Henderson,1591.82,10/8/2016 2:38,1767.9,1434.18,47
Jeremy Stephens,1591.22,7/28/2018 2:52,1627.39,1331.34,46
Urijah Faber,1590.9,12/17/2016 2:38,1674.41,1348.4,44
Ronys Torres,1586.87,3/10/2018 2:24,1644.45,1205.92,42
Mirsad Bektic,1586.44,6/9/2018 1:26,1586.44,1195.69,18
Muhammed Lawal,1586.29,5/12/2018 4:33,1635.11,1408.19,29
Siyar Bahadurzada,1586.09,4/21/2018 0:43,1611.75,1229.51,31
Yushin Okami,1585.83,4/14/2018 0:57,1695.56,1309.54,50
Alistair Overeem,1585.05,6/9/2018 1:55,1738.34,1304.5,61
Michael McDonald,1584.27,7/13/2018 2:38,1584.27,1274.83,23
Glover Teixeira,1584.19,7/22/2018 2:52,1721.18,1326.56,34
Jan Blachowicz,1582.94,9/15/2018 0:00,1582.94,1271.32,30
Zabit Magomedsharipov,1580.38,9/8/2018 0:00,1580.38,1196.39,18
Belal Muhammad,1578.42,6/1/2018 0:57,1578.42,1289.43,16
James Krause,1577.36,8/25/2018 0:00,1577.36,1246.13,37
Cody Garbrandt,1576.75,8/4/2018 2:52,1645.75,1285.91,19
Deiveson Figueiredo,1573.82,8/25/2018 0:00,1573.82,1172.68,15
Brad Tavares,1573.48,7/6/2018 2:52,1639.87,1316.83,26
Kenny Florian,1573.42,10/8/2011 2:24,1632.35,1403.94,21
Rose Namajunas,1572.71,4/7/2018 1:55,1572.71,1275.23,18
Ilir Latifi,1571.86,2/24/2018 2:24,1571.86,1288.95,21
Chidi Njokuani,1571.7,12/1/2017 2:38,1590.47,1241.76,24
Myles Jury,1570.84,7/14/2018 2:09,1648.19,1240.95,28
Gunnar Nelson,1570.75,7/16/2017 2:52,1622.29,1307.51,20
Pedro Munhoz,1570.32,8/4/2018 1:40,1570.32,1302.76,20
Lorenz Larkin,1569.71,10/12/2018 0:00,1573.29,1323.37,28
Martin Kampmann,1568.98,8/28/2013 2:52,1663.2,1341.19,28
Ben Rothwell,1567.97,4/10/2016 3:07,1623.03,1192.81,50
Sean Strickland,1567.82,10/27/2018 0:00,1616,1278.83,23
Paul Daley,1567.73,5/12/2018 4:19,1635.91,1285.19,59
Michael Johnson,1567.15,10/27/2018 0:00,1624.54,1359.29,37
Matt Mitrione,1567.01,10/12/2018 0:00,1585.94,1390.26,21
Sean Sherk,1565.98,9/25/2010 1:55,1607.64,1188.44,41
John Dodson,1565.1,9/8/2018 0:00,1613.21,1294.14,33
Gregor Gillespie,1564.91,6/1/2018 2:38,1564.91,1249.44,12
Curtis Blaydes,1564.28,6/9/2018 1:55,1564.28,1309.68,12
Brian Foster,1563.2,6/21/2018 2:38,1572.73,1261.3,38
Rafael Silva,1562.11,5/20/2018 3:21,1564.65,1146.77,35
Rani Yahya,1560.06,8/25/2018 0:00,1560.06,1266.98,36
David Teymur,1560.05,6/1/2018 1:12,1560.05,1277.67,12
Curtis Millender,1559,7/7/2018 0:43,1559,1217.53,19
Mauricio Rua,1558.63,7/22/2018 3:07,1650.19,1430.44,36
Vinny Magalhaes,1558.46,10/12/2018 3:30,1558.46,1263.98,31
Bas Rutten,1558.31,7/22/2006 1:55,1558.31,1124.96,33
Blagoy Ivanov,1556.65,7/14/2018 3:07,1605.98,1278.37,19
Rick Story,1555.62,10/20/2018 3:00,1633.21,1387.31,31
Jessica Andrade,1555.44,9/8/2018 0:00,1555.44,1207,25
Rafael Carvalho,1554,5/25/2018 3:36,1572.75,1229.71,17
Calvin Kattar,1553.46,10/27/2018 0:00,1566.23,1185.87,22
Ricardo Lamas,1553.27,6/9/2018 1:26,1696.97,1432.9,25
Dominick Reyes,1551.67,10/6/2018 0:00,1551.67,1146.51,15
Bruno Santos,1551.55,10/20/2018 3:30,1586.99,1271.77,21
Tim Elliott,1550.73,12/30/2017 0:14,1596.82,1266.84,28
Matt Brown,1548.98,11/11/2017 2:52,1632.08,1315.09,40
Alejandro Perez,1548.7,7/14/2018 1:40,1548.7,1134.11,30
Tom Breese,1548.62,5/27/2018 1:12,1555.62,1161.18,20
Nik Lentz,1547.67,10/6/2018 0:00,1571.6,1263.88,41
Albert Tumenov,1547.54,9/8/2018 0:00,1565.83,1220.6,24
Cody Stamann,1547.35,9/8/2018 0:00,1598.84,1185.09,20
Corey Anderson,1546.78,7/22/2018 2:52,1546.78,1351.16,18
Ruslan Magomedov,1545.38,10/3/2015 2:24,1545.38,1203.69,15
Michael Chiesa,1544.26,7/7/2018 1:55,1642.18,1277.04,25
Aleksander Emelianenko,1543.89,7/9/2018 2:24,1559.85,1244.13,36
Michael Page,1542.81,5/25/2018 3:21,1542.81,1198.46,13
Dan Hooker,1542.4,7/7/2018 0:28,1542.4,1201.17,25
Jesse Taylor,1542.23,7/7/2017 2:24,1592.13,1276.93,53
Yancy Medeiros,1540.76,2/18/2018 2:52,1580.19,1331.16,21
Joanna Jedrzejczyk,1540.21,7/28/2018 2:38,1636.93,1270.02,19
Cezar Ferreira,1540.02,5/12/2018 1:55,1540.02,1321.27,21
Derek Brunson,1539.63,11/3/2018 0:00,1626.73,1341.97,27
Paul Felder,1538.47,7/7/2018 2:09,1613.3,1309.49,21
Cub Swanson,1536.57,8/4/2018 2:24,1695.02,1340.91,35
Alexander Shlemenko,1536.06,10/13/2018 0:00,1754.26,1226.61,68
Shane Burgos,1536.05,11/3/2018 0:00,1552.32,1182.46,19
Dustin Ortiz,1535.51,7/28/2018 0:43,1535.51,1244.49,27
Ricky Simon,1535.44,8/4/2018 1:26,1535.44,1149.83,18
Kevin Aguilar,1533.24,7/10/2018 1:12,1533.24,1175.64,18
Jack Hermansson,1533.12,5/12/2018 0:43,1533.12,1251.27,22
Gerald Meerschaert,1532.6,7/6/2018 0:14,1532.6,1152.22,37
Levan Makashvili,1532.53,3/31/2017 2:24,1532.53,1242.22,18
Tim Kennedy,1532.13,12/10/2016 2:09,1647.32,1321.56,24
Patrick Cote,1532.09,4/8/2017 2:24,1625.5,1351.65,36
Thales Leites,1531.38,9/22/2018 0:00,1694.08,1347.92,38
Sam Alvey,1530.86,9/22/2018 0:00,1592.54,1265.02,50
Linton Vassell,1530.47,5/25/2018 2:24,1583.76,1234.43,27
Rick Glenn,1530.36,7/14/2018 2:38,1536.33,1215.39,27
Lucas Martins,1530.24,4/13/2018 2:38,1530.24,1194.98,23
Goiti Yamauchi,1527.87,1/20/2018 2:09,1577.24,1163.86,33
Beneil Dariush,1527.46,3/3/2018 1:26,1657.12,1369.61,19
Tito Ortiz,1527.1,1/21/2017 3:07,1545.53,1408.7,32
Raoni Barcelos,1524.53,7/14/2018 0:57,1524.53,1229.46,13
Dave Jansen,1523.22,5/20/2016 0:57,1619.83,1259.95,25
Louis Taylor,1523.18,10/20/2018 5:30,1538.86,1242.42,22
Tom Duquesnoy,1521.99,3/17/2018 1:55,1556.47,1243.34,19
Chris Lytle,1521.72,8/14/2011 2:52,1531.55,1233.07,56
Tyler Stinson,1521.34,7/16/2016 1:55,1521.34,1205.92,40
Matt Hughes,1521.12,9/24/2011 2:09,1689.33,1246.67,54
Alex Perez,1520.79,8/4/2018 0:43,1520.79,1097.14,25
Ryan LaFlare,1520.1,10/6/2018 0:00,1591.84,1321.67,17
Scott Holtzman,1520,10/6/2018 0:00,1520,1210.65,18
Bobby Green,1519.56,1/27/2018 1:55,1653.7,1269.71,33
Sergio Pettis,1517.29,10/6/2018 0:00,1569.82,1237.57,24
Gilbert Melendez,1517.21,9/9/2017 1:40,1758.62,1386.88,31
Alexandre Pantoja,1517,5/19/2018 1:26,1544.71,1202.43,25
Julian Erosa,1516.96,6/26/2018 0:28,1557.28,1234.57,31
John Hathaway,1516.48,3/1/2014 1:55,1556.97,1211.03,19
Eduardo Dantas,1516.19,7/13/2018 2:38,1647.62,1281.92,26
Kazuo Misaki,1515.67,3/3/2012 1:40,1534.48,1286.82,39
Chas Skelly,1515.6,5/13/2017 1:26,1568.26,1250.94,20
Kuniyoshi Hironaka,1514.9,10/4/2014 2:09,1562.33,1244.37,32
Alexander Hernandez,1513.07,7/28/2018 2:24,1513.07,1157.43,14
Carlos Condit,1513.05,4/14/2018 3:07,1730.48,1345.56,42
Jordan Mein,1513.01,7/28/2018 2:09,1613.81,1212.9,44
Marcin Tybura,1512.81,7/22/2018 2:24,1537.94,1294.46,21
Takafumi Otsuka,1511.81,12/31/2017 0:28,1554.12,1225.43,40
Yair Rodriguez,1511.8,5/13/2017 2:09,1533.81,1235.49,14
Nazareno Malegarie,1511.04,10/5/2018 2:35,1550.64,1196.61,38
Vicente Luque,1510.81,10/6/2018 0:00,1510.81,1238.65,23
Georgi Karakhanyan,1510.66,5/5/2018 1:12,1610.71,1247.91,37
Nikita Krylov,1509.65,9/15/2018 0:00,1565.05,1172.04,31
Tim Boetsch,1508.84,4/14/2018 2:24,1632.22,1386.75,33
Diego Sanchez,1508.19,9/8/2018 0:00,1632.03,1352.29,42
Henry Corrales,1507.71,10/13/2018 0:00,1507.71,1232.36,19
Jose Torres,1507.69,8/4/2018 0:43,1574.32,1198.14,18
Zak Cummings,1507.54,5/19/2018 1:40,1542.08,1244.01,30
Dan Hardy,1507.52,9/29/2012 2:24,1636.46,1238.61,36
Rob Font,1506.58,7/7/2018 1:12,1535.35,1233.23,23
Adlan Amagov,1505.91,8/21/2016 2:09,1505.91,1222.78,17
Marcin Held,1505.36,6/16/2018 3:21,1633.6,1268.44,32
Chris Holdsworth,1505.27,5/24/2014 1:12,1505.27,1164.44,13
Efrain Escudero,1504.87,6/21/2018 2:24,1506.54,1274.33,46
Brian Kelleher,1504.85,5/12/2018 2:24,1538.41,1199.2,31
Matt Wiman,1504.58,11/22/2014 1:40,1516.98,1279.08,25
Katlyn Chookagian,1503.8,7/28/2018 0:57,1503.8,1145.89,19
Francis Ngannou,1502.91,7/7/2018 2:24,1565.61,1315.05,14
Dennis Siver,1501.88,6/25/2017 1:55,1565.34,1273.76,35
Bryan Caraway,1501.01,3/3/2018 0:28,1551.45,1229.62,35
Drew Dober,1500.84,8/25/2018 0:00,1500.84,1212.38,36
Brad Katona,1500.29,7/6/2018 2:24,1500.29,1157.28,12
Shamil Abdurakhimov,1500.2,9/15/2018 0:00,1500.2,1209.79,23
Jay Hieron,1500.02,2/2/2013 1:12,1665.68,1277.32,30
Michael Trizano,1499.61,7/6/2018 2:38,1499.61,1149.82,14
Anton Kuivanen,1499.39,7/1/2018 3:07,1499.39,1201,36
Mike Perry,1498.85,7/7/2018 2:09,1519.53,1334.88,15
Desmond Green,1498.5,9/15/2018 0:00,1576.97,1291.78,31
Jake Matthews,1498.39,6/23/2018 1:12,1498.39,1260.42,18
Antonio McKee,1497.39,11/22/2014 1:55,1573.14,1187.7,37
Petr Yan,1496.46,9/15/2018 0:00,1496.46,1266.13,11
Sheymon Moraes,1495.86,11/3/2018 0:00,1495.86,1285.58,13
Erik Perez,1495.7,4/20/2018 2:24,1495.7,1159.87,24
Danny Roberts,1494.92,7/22/2018 2:09,1504.45,1188.68,21
Brent Primus,1494.86,6/24/2017 2:38,1494.86,1177.99,11
Clay Guida,1494.62,6/9/2018 0:28,1595.89,1297.03,52
Evan Dunham,1493.97,9/22/2018 0:00,1595.65,1356.83,29
Tatiana Suarez,1493.68,9/8/2018 0:00,1493.68,1185.97,11
Rich Franklin,1493.63,11/10/2012 2:09,1620.02,1269.36,38
Glaico Franca,1493.37,7/1/2018 3:21,1493.37,1114.65,27
Alex Gilpin,1492.81,8/7/2018 0:00,1492.81,1150.58,17
Alan Belcher,1492.08,4/27/2013 2:24,1588.37,1263.95,27
Said Nurmagomedov,1491.9,7/14/2018 1:12,1491.9,1206.38,14
Steven Siler,1491.59,10/5/2018 3:55,1513.87,1251.02,52
Isao Kobayashi,1490.59,4/15/2018 3:07,1577.25,1234.07,32
Jake Shields,1489.82,10/20/2018 4:00,1766.8,1331.36,46
Brett Johns,1489.58,8/4/2018 1:40,1604.33,1187.35,21
Daron Cruickshank,1489.51,9/30/2018 0:00,1489.51,1296.94,34
Claudia Gadelha,1489.44,6/9/2018 1:40,1496.07,1226.54,19
Ray Borg,1489.41,10/7/2017 2:24,1501.68,1237.32,18
Ronda Rousey,1489.23,12/30/2016 2:24,1630.49,1282.83,17
Tarec Saffiedine,1488.1,6/17/2017 2:09,1597.09,1324.36,23
Joao Zeferino,1487.84,8/16/2018 0:00,1498.72,1195.11,31
Josh Emmett,1487.72,2/24/2018 2:52,1529.8,1216.08,15
Drakkar Klose,1486.73,7/7/2018 0:57,1506.56,1186.18,15
Chris Honeycutt,1486.34,7/13/2018 2:24,1506.99,1264.1,14
Jordan Griffin,1486.32,7/31/2018 0:28,1486.32,1118.33,29
Chan Sung Jung,1485.11,2/4/2017 2:52,1485.11,1241.08,18
Arnold Allen,1484.92,5/27/2018 2:09,1484.92,1177.28,14
Jeremy Kennedy,1484.61,2/10/2018 1:12,1527.32,1139.49,19
Damon Jackson,1484.48,5/25/2018 2:38,1484.48,1219.12,19
Mark Bocek,1482.27,4/16/2014 0:57,1502.51,1346.72,17
Jimi Manuwa,1482.27,3/17/2018 2:09,1616.54,1280.64,21
Josh Thomson,1480.86,2/18/2017 2:38,1595.75,1304.02,35
Diego Brandao,1480.65,9/30/2018 0:00,1549.13,1246.06,39
Mike Pierce,1480.61,12/11/2015 0:43,1605.03,1306.64,26
Lyle Beerbohm,1478.47,11/20/2013 2:52,1517.82,1120.52,29
Johny Hendricks,1478.38,11/4/2017 1:40,1767.03,1470.97,26
Randy Couture,1478.07,4/30/2011 2:24,1530.72,1345.6,30
Jeff Hughes,1478.06,7/24/2018 0:28,1478.06,1113.22,21
Alan Jouban,1477.67,2/24/2018 1:12,1514.42,1243.08,24
Saad Awad,1477.28,10/13/2018 0:00,1513.08,1227.05,34
Abu Azaitar,1476.48,7/22/2018 2:38,1476.48,1171.85,17
Scott Askham,1476.19,3/3/2018 1:55,1492.43,1165.65,26
Magomed Bibulatov,1475.69,10/7/2017 0:28,1547.11,1198.92,15
Jordan Johnson,1475.37,9/15/2018 0:00,1475.37,1143.08,11
John Alessio,1474.82,6/26/2015 2:24,1522.29,1222,54
Karl Amoussou,1474,6/9/2018 2:52,1516.86,1213.02,35
Enrique Barzola,1471.56,5/19/2018 0:43,1471.56,1134.52,21
Volkan Oezdemir,1471.22,10/27/2018 0:00,1513.38,1203.65,18
Phillip Miller,1471.19,3/28/2003 2:09,1471.19,1083.65,16
Mark Munoz,1470.88,5/16/2015 2:24,1571.41,1368.77,20
Weili Zhang,1470.59,8/4/2018 0:28,1470.59,1097.57,17
Nathaniel Wood,1470.46,6/1/2018 0:28,1470.46,1125.29,20
Claude Patrick,1469.95,12/10/2011 2:09,1514.24,1192.22,16
Trevin Giles,1469.81,12/9/2017 0:14,1469.81,1115.36,13
Gilbert Burns,1469.79,7/7/2018 0:28,1525.3,1293.55,16
Danny Henry,1469.32,3/17/2018 0:57,1469.32,1149.11,17
Alberto Mina,1467.42,5/12/2018 0:28,1498.11,1167.53,14
Yusup Saadulaev,1467.13,1/20/2018 1:12,1467.13,1173,22
Moise Rimbon,1466.49,12/22/2017 3:07,1472.45,1179.78,39
Deividas Taurosevicius,1466.24,4/5/2013 2:24,1466.24,1204.2,22
Bryan Barberena,1465.79,8/25/2018 0:00,1485.37,1233.43,20
Costas Philippou,1465.06,5/16/2015 2:38,1535.75,1314.56,20
Ricardo Ramos,1464.76,8/4/2018 1:12,1464.76,1189.55,13
John Moraga,1464.51,8/25/2018 0:00,1512.63,1255.21,26
Krzysztof Jotko,1464.38,4/14/2018 1:40,1604.38,1252.35,24
John Makdessi,1464.17,7/28/2018 1:12,1464.17,1284.13,22
Nad Narimani,1463.53,7/22/2018 1:12,1463.53,1130.53,18
Gadzhimurad Antigulov,1463.36,7/28/2018 1:26,1548.2,1153.72,25
Julio Arce,1462.97,11/3/2018 0:00,1526.09,1173.74,24
Jared Gordon,1462.83,2/18/2018 1:26,1522.29,1210.91,18
Luis Santos,1462.78,7/13/2018 1:40,1585,1098.89,77
Marcin Wrzosek,1462.47,12/23/2017 1:26,1464.53,1229.23,21
Norman Parke,1461.99,6/9/2018 3:07,1555.63,1226.95,35
Chris Curtis,1460.92,6/12/2018 0:57,1460.92,1148.28,25
Ricardo Almeida,1460.59,3/19/2011 1:12,1508.54,1316.73,18
Peter Sobotta,1460.18,3/17/2018 1:40,1502.5,1181.11,24
Manny Bermudez,1460.16,7/22/2018 0:43,1460.16,1100.35,15
Derek Campos,1459.67,2/16/2018 2:38,1497.12,1229.87,26
Justin Wilcox,1459.63,10/3/2014 2:24,1545.29,1310.34,23
Cory Sandhagen,1459.6,8/25/2018 0:00,1459.6,1178.58,14
Jim Miller,1459.4,9/8/2018 0:00,1673.45,1385.35,42
Lyman Good,1458.75,11/3/2018 0:00,1498.46,1259.37,26
Bobby Lashley,1458.66,10/21/2016 2:09,1458.66,1158.34,17
Warlley Alves,1458.42,8/25/2018 0:00,1526.8,1261.32,18
Ian Heinisch,1458.39,7/31/2018 0:43,1458.39,1196.09,13
Rashad Evans,1457.98,6/9/2018 0:57,1761.47,1421.06,33
Chuck Liddell,1457.96,6/12/2010 2:38,1714.31,1381.63,29
Thiago Alves,1456.72,9/15/2018 0:00,1670.32,1379.2,37
Misha Cirkunov,1456.43,10/27/2018 0:00,1500.94,1227.77,18
Julia Budd,1455.5,7/13/2018 2:52,1455.5,1177.96,14
Tim Means,1453.91,2/3/2018 1:12,1581.2,1254.92,42
Adam Piccolotti,1453.49,9/29/2018 0:00,1453.49,1252.58,13
Bryce Mitchell,1453.21,7/6/2018 0:43,1472.8,1137.77,18
Kajan Johnson,1452.75,9/15/2018 0:00,1517.73,1154.7,40
Benito Lopez,1452.2,12/9/2017 1:55,1452.2,1097.16,13
Joe Doerksen,1451.46,9/19/2014 1:40,1538.15,1203.82,67
Sage Northcutt,1449.92,7/14/2018 2:52,1449.92,1142.99,19
Eryk Anders,1449.86,9/22/2018 0:00,1488.07,1152.26,18
Eric Wisely,1449.82,4/28/2018 0:57,1449.82,1137.72,46
Shane Campbell,1449.34,5/11/2018 2:09,1449.34,1228.46,23
Andrei Semenov,1449.22,10/20/2013 1:12,1449.22,1125.47,45
John Salter,1449.11,9/21/2018 0:00,1502.31,1217.17,19
Ricardo Arona,1447.74,9/12/2009 2:24,1536.36,1324.58,19
Vinc Pichel,1447.54,6/1/2018 2:38,1494.04,1216.23,17
Court McGee,1447.33,10/27/2018 0:00,1518.26,1255.1,31
Mark Hunt,1447.29,9/15/2018 0:00,1559.64,1478.15,28
Francis Carmont,1446.08,11/19/2016 1:55,1605.97,1242.19,36
Thomas Almeida,1445.29,1/20/2018 1:40,1563.33,1175.67,24
Roger Gracie,1444.79,5/6/2016 1:55,1444.79,1361.3,10
Alan Omer,1444.47,11/17/2017 2:52,1444.47,1126.56,26
Johnny Case,1443.78,10/12/2018 2:15,1535.02,1117.9,31
Travis Browne,1443.73,7/8/2017 1:26,1627.24,1344.71,26
Josh Copeland,1443.19,10/5/2018 4:15,1443.19,1195.41,27
Abdul Razak Alhassan,1442.99,9/8/2018 0:00,1442.99,1224.43,11
Bryan Baker,1442.31,3/10/2018 0:00,1575.08,1258.65,28
Bartosz Fabinski,1442.06,7/22/2018 1:26,1442.06,1178.77,16
Satoru Kitaoka,1442.04,7/28/2018 1:12,1614.66,1246.82,67
John Howard,1441.76,10/20/2018 5:30,1505.45,1261.81,42
Jessica Aguilar,1441.65,7/14/2018 0:14,1573.61,1185.34,26
Amar Suloev,1441.57,4/3/2008 0:14,1464.06,1151.1,31
Joe Taimanglo,1441.37,3/2/2018 2:24,1479.92,1138.45,32
Alexis Davis,1441.23,7/28/2018 0:57,1513.81,1243.29,27
